SITE FOLDER NAME,COUNTY,LATITUDE,LONGITUDE,FIRST YEAR,LAST YEAR,NUMBER OF MONTHS WITH OBSERVATIONS,NUMBER OF GAPS
HILTON-PUMPING-STATION,SHROPSHIRE,52.5614,-2.3319,1945,1960,192,0
HINDOLVESTON-SCHOOL-HOUSE,NORFOLK,52.8227,1.0233,1925,1952,325,11
HINGHAM,NORFOLK,52.5800,0.9829,1868,1939,632,232
HITCHIN,HERTFORDSHIRE,51.9477,-0.2715,1850,1911,744,0
HITCHIN-BANCROFT,HERTFORDSHIRE,51.9487,-0.2787,1889,1919,371,1
HITCHIN-HIGH-DOWN,HERTFORDSHIRE,51.9612,-0.3364,1878,1943,787,5
HITCHIN-PRESTON,HERTFORDSHIRE,51.9021,-0.2863,1892,1960,828,0
HITCHIN-THE-MAPLES,HERTFORDSHIRE,51.9497,-0.2830,1880,1913,403,5
HOCKERING,NORFOLK,52.6767,1.0694,1868,1885,185,31
HOCKLIFFE-LYNDHURST,BEDFORDSHIRE,51.9322,-0.5906,1924,1952,327,21
HODDESDON-FEILDES-WEIR,HERTFORDSHIRE,51.7642,0.0157,1850,1960,1255,77
HODDESDON-HIGH-ST,HERTFORDSHIRE,51.7602,-0.0120,1881,1960,530,430
HOLBEACH-BINGHAM-LODGE,LINCOLNSHIRE,52.8690,0.0650,1933,1960,300,36
HOLBEACH-MANOR-FARM,LINCOLNSHIRE,52.7970,0.0080,1937,1960,288,0
HOLKHAM-HALL-NORFOLK,NORFOLK,52.9504,0.8029,1849,1942,1087,41
HOLMBRIDGE-BILBERRY-RES,YORKSHIRE WEST RIDING,53.5596,-1.8497,1859,1960,1221,3
HOLMBRIDGE-YATEHOLME-FARM,YORKSHIRE WEST RIDING,53.5402,-1.8302,1878,1960,984,12
HOLMBRIDGE-YATEHOLME-RES,YORKSHIRE WEST RIDING,53.5352,-1.8340,1914,1960,563,1
HOLME-ON-SPALDING-MOOR,YORKSHIRE EAST RIDING,53.8400,-0.7630,1911,1959,576,12
HOLME-ON-SPALDING-MOOR-SAND-HILL,YORKSHIRE EAST RIDING,53.8150,-0.7960,1860,1871,142,2
HOLME-STYES-RES,YORKSHIRE WEST RIDING,53.5464,-1.7882,1859,1960,1212,12
HOLMESFIELD-BARBROOK-RES,DERBYSHIRE,53.2902,-1.5889,1906,1960,652,8
HOLMFIRTH-BOSHAW-WHAMS-RES,YORKSHIRE WEST RIDING,53.5486,-1.7736,1859,1960,1212,12
HOLMFIRTH-SNAPE-RES,YORKSHIRE WEST RIDING,53.5748,-1.8278,1930,1960,372,0
HOLNE-ASHBURTON,DEVON,50.5136,-3.8323,1850,1946,997,167
HOLSWORTHY-BODMEYRIC,DEVON,50.8112,-4.3522,1929,1960,372,12
HOLT-LETHERINGSETT-HALL,NORFOLK,52.9080,1.0619,1873,1894,264,0
HOLWELL-WESTROW,DORSET,50.8959,-2.4365,1894,1960,779,25
HOLY-ISLAND-PILLAR-ROCK,BUTE,55.5129,-5.0677,1877,1947,837,15
HOLY-LOCH-ARDNADAM,ARGYLL,55.9804,-4.9323,1883,1927,310,230
HOLYHEAD,ANGLESEY,53.3150,-4.6350,1877,1960,508,500
HOLYHEAD-SALT-ISLAND,ANGLESEY,53.3157,-4.6345,1900,1951,620,4
HOLYWELL-BAGILLT,FLINTSHIRE,53.2751,-3.1832,1876,1912,417,27
HOLYWELL-HALL,LINCOLNSHIRE,52.7330,-0.5220,1905,1929,240,60
HOLYWELL-MAES-Y-DRE,FLINTSHIRE,53.2722,-3.2190,1843,1878,430,2
HOLYWOOD-WW,DOWN,54.6306,-5.8186,1886,1958,171,705
HONINGHAM-HALL,NORFOLK,52.6667,1.1207,1843,1924,795,189
HONITON-FENITON-COURT,DEVON,50.7882,-3.2654,1888,1960,432,444
HONITON-GITTISHAM,DEVON,50.7793,-3.2279,1866,1945,274,686
HONITON-IVEDON,DEVON,50.8080,-3.2156,1889,1901,147,9
HONLEY-NORTHGATE-HOUSE,YORKSHIRE WEST RIDING,53.6071,-1.7884,1882,1899,202,14
HOOTON-WW,CHESHIRE,53.2932,-2.9751,1908,1960,636,0
HOPE-CEMENT-WORKS,DERBYSHIRE,53.3373,-1.7492,1929,1960,382,2
HOPE-KILLHILL-BRIDGE,DERBYSHIRE,53.3472,-1.7431,1906,1960,655,5
HORBURY-ADDINGFORD-HOSPITAL,YORKSHIRE WEST RIDING,53.6550,-1.5582,1913,1947,376,44
HORBURY-HIGHFIELDS,YORKSHIRE WEST RIDING,53.6586,-1.5596,1907,1931,297,3
HORKSTOW,LINCOLNSHIRE,53.6530,-0.5110,1894,1932,459,9
HORNCASTLE,LINCOLNSHIRE,53.2100,-0.1100,1903,1960,695,1
HORNCASTLE-BUCKNALL,LINCOLNSHIRE,53.2020,-0.2560,1873,1905,396,0
HORNCASTLE-HEMINGBY,LINCOLNSHIRE,53.2520,-0.1460,1881,1903,276,0
HORNCASTLE-LINC,LINCOLNSHIRE,53.2090,-0.1150,1806,1812,84,0
HORNCASTLE-QUEEN-STREET,LINCOLNSHIRE,53.2070,-0.1120,1874,1893,240,0
HORNCASTLE-REVESBY,LINCOLNSHIRE,53.1520,-0.0530,1868,1960,1113,3
HORNCHURCH,ESSEX,51.5607,0.1883,1912,1960,573,15
HORNCHURCH-MARSHES-RIVERSIDE-SEWAGE-WORKS,ESSEX,51.5193,0.1836,1925,1960,432,0
HORNDON-EASTERN-SEWAGE-WORKS,ESSEX,51.5563,0.3152,1925,1960,432,0
HORNSEA-TOWN-HALL,YORKSHIRE EAST RIDING,53.9160,-0.1640,1892,1960,776,52
HORNSEY-HIGH-STREET,MIDDLESEX,51.5883,-0.1148,1876,1960,876,144
HORSHAM-CHRISTS-HOSPITAL,SUSSEX,51.0479,-0.3608,1904,1945,479,25
HORSHAM-LEONARDS-LEE,SUSSEX,51.0195,-0.2606,1865,1919,595,65
HORSHAM-MANOR-HOUSE,SUSSEX,51.0619,-0.3303,1889,1915,324,0
HORSHAM-WIMBLEHURST,SUSSEX,51.0752,-0.3184,1889,1952,768,0
HORSLEY-TOWERS,SURREY,51.2656,-0.4276,1882,1918,372,72
HORTON-HALL-BRADFORD,YORKSHIRE WEST RIDING,53.7859,-1.7618,1850,1863,168,0
HORTON-IN-RIBBLESDALE,YORKSHIRE WEST RIDING,54.1498,-2.2955,1913,1955,307,209
HORTON-PARK-HYTHE,KENT,51.1180,1.0378,1858,1869,140,4
HOUGHTON-LE-SPRING-MYRE-HALL,DURHAM,54.8418,-1.4674,1883,1901,204,24
HOVINGHAM,YORKSHIRE NORTH RIDING,54.1730,-0.9830,1904,1960,682,2
HOWICK-HALL,NORTHUMBERLAND,55.4497,-1.6109,1856,1960,1212,48
HOY-CANTICKHEAD,ORKNEY,58.7863,-3.1331,1860,1960,1068,144
HOY-GRAEMSAY-SOUND-EAST,ORKNEY,58.9352,-3.2728,1851,1960,1316,4
HOY-GRAEMSAY-SOUND-WEST,ORKNEY,58.9391,-3.3118,1851,1960,1310,10
HOYLAKE-RECREATION-GROUND,CHESHIRE,53.3902,-3.1803,1898,1950,635,1
HUDDERSFIELD-CEMETERY,YORKSHIRE WEST RIDING,53.6529,-1.7942,1872,1922,413,199
HUDDERSFIELD-DALTON,YORKSHIRE WEST RIDING,53.6489,-1.7611,1853,1926,884,4
HUDDERSFIELD-FIRTH-OBSERVATORY,YORKSHIRE WEST RIDING,53.6475,-1.7988,1895,1899,60,0
HUDDERSFIELD-GOLCAR,YORKSHIRE WEST RIDING,53.6341,-1.8487,1869,1946,831,105
HUDDERSFIELD-OAKES,YORKSHIRE WEST RIDING,53.6557,-1.8305,1916,1960,540,0
HUDDERSFIELD-RAVENSKNOWLE,YORKSHIRE WEST RIDING,53.6448,-1.7549,1922,1960,468,0
HUGGATE,YORKSHIRE EAST RIDING,53.9880,-0.6560,1842,1861,239,1
HULL-BAKER-STREET,YORKSHIRE EAST RIDING,53.7470,-0.3430,1864,1872,107,1
HULL-BEVERLEY-ROAD,YORKSHIRE EAST RIDING,53.7510,-0.3480,1857,1887,366,6
HULL-DERRINGHAM,YORKSHIRE EAST RIDING,53.7490,-0.3590,1871,1893,272,4
HULL-MANOR-HOUSE-STREET,YORKSHIRE EAST RIDING,53.7380,-0.3430,1850,1871,254,10
HULL-PEARSON-PARK,YORKSHIRE EAST RIDING,53.7570,-0.3570,1867,1960,1115,13
HULL-SPRINGHEAD,YORKSHIRE EAST RIDING,53.7510,-0.4210,1897,1960,768,0
HULL-WW-BRANSDALE-FOUR-B,YORKSHIRE NORTH RIDING,54.3830,-1.0330,1935,1955,219,33
HULL-WW-BRANSDALE-THREE,YORKSHIRE NORTH RIDING,54.3760,-1.0490,1934,1959,272,40
HULL-WW-FARNDALE-NINE,YORKSHIRE NORTH RIDING,54.3870,-1.0220,1934,1955,241,23
HULL-WW-FARNDALE-TEN,YORKSHIRE NORTH RIDING,54.3900,-1.0110,1934,1960,293,31
HULL-WW-FARNDALE-THIRTEEN,YORKSHIRE NORTH RIDING,54.3860,-0.9620,1934,1960,291,33
HULL-WW-ROSEDALE-EIGHTEEN,YORKSHIRE NORTH RIDING,54.3970,-0.9160,1934,1959,282,30
HULL-WW-ROSEDALE-FOURTEEN-A,YORKSHIRE NORTH RIDING,54.4060,-0.9590,1935,1959,252,48
HULL-WW-ROSEDALE-NINETEEN,YORKSHIRE NORTH RIDING,54.3710,-0.8950,1934,1955,233,31
HULL-WW-ROSEDALE-SEVENTEEN-A,YORKSHIRE NORTH RIDING,54.3750,-0.9020,1934,1959,269,43
HULL-WW-ROSEDALE-SIXTEEN,YORKSHIRE NORTH RIDING,54.3730,-0.9240,1934,1955,239,25
HUNCOAT-BURNLEY-ROAD-RES,LANCASHIRE,53.7627,-2.3435,1875,1960,1032,0
HUNGERFORD-DENFORD-PARK,BERKSHIRE,51.4207,-1.4822,1874,1898,297,3
HUNMANBY-HOLLY-BANK,YORKSHIRE EAST RIDING,54.1820,-0.3220,1893,1928,415,17
HUNMANBY-WOLD-NEWTON,YORKSHIRE EAST RIDING,54.1430,-0.4020,1875,1891,189,15
HUNSTANTON,NORFOLK,52.9475,0.5146,1856,1955,864,336
HUNTERS-HILL-NR-HALIFAX,YORKSHIRE WEST RIDING,53.7623,-1.9250,1852,1861,100,20
HUNTINGDON,HUNTINGDONSHIRE,52.3285,-0.1818,1867,1885,185,43
HUNTINGDON-BRAMPTON,HUNTINGDONSHIRE,52.3166,-0.2292,1889,1912,286,2
HUNTINGDON-HINCHINGBROOKE,HUNTINGDONSHIRE,52.3280,-0.2053,1891,1946,648,24
HUNTLY-CRUCHIE,ABERDEENSHIRE,57.4708,-2.6986,1907,1940,397,11
HUNTLY-UNION-BANK,ABERDEENSHIRE,57.4470,-2.7864,1904,1939,352,80
HURST-BROOK-VALLEY,DERBYSHIRE,53.4283,-1.8856,1839,1842,39,9
HURST-CASTLE,HAMPSHIRE,50.7070,-1.5524,1877,1899,270,6
HURSTPIERPOINT-DANNY-PARK,SUSSEX,50.9193,-0.1747,1882,1919,455,1
HURSTPIERPOINT-THE-COLLEGE,SUSSEX,50.9434,-0.1652,1860,1901,126,378
HURWORTH-BURN-RES,DURHAM,54.6931,-1.3670,1867,1960,1128,0
HUTTON-LANCS-CC-HORTIC-STAT,LANCASHIRE,53.7353,-2.7397,1913,1960,564,12
HYDE-CHESHIRE,CHESHIRE,53.4550,-2.0851,1831,1840,120,0
HYSKEIR,INVERNESS,56.9683,-6.6829,1905,1936,382,2
HYTHE,KENT,51.0691,1.0860,1865,1960,1072,80
HYTHE-HILLHURST-FARM,KENT,51.0918,1.0432,1885,1909,300,0
HYTHE-PADDLESWORTH,KENT,51.1154,1.1376,1877,1906,360,0
HYTHE-SANDLING-PARK,KENT,51.0905,1.0574,1899,1960,739,5
ILDERTON-LILBURN-TOWER,NORTHUMBERLAND,55.5125,-1.9651,1856,1960,1260,0
ILFRACOMBE-BOWLING-GREEN,DEVON,51.2105,-4.1197,1912,1960,587,1
ILFRACOMBE-HOTEL,DEVON,51.2101,-4.1230,1869,1911,511,5
ILFRACOMBE-LANGLEIGH,DEVON,51.2021,-4.1315,1914,1945,329,55
ILFRACOMBE-RES,DEVON,51.1914,-4.1394,1907,1960,640,8
ILKLEY-BROOK-STREET,YORKSHIRE WEST RIDING,53.9244,-1.8248,1887,1912,312,0
ILKLEY-MARCH-GHYLL-RES,YORKSHIRE WEST RIDING,53.9540,-1.8125,1900,1960,732,0
ILKLEY-MIDDLETON,YORKSHIRE WEST RIDING,53.9376,-1.8340,1867,1884,73,143
ILKLEY-SILVERWELL-COTTAGE,YORKSHIRE WEST RIDING,53.9154,-1.8447,1907,1941,379,41
ILKLEY-SPENCES-GARDEN,YORKSHIRE WEST RIDING,53.9244,-1.8294,1913,1960,576,0
ILMINSTER-ILTON-VICARAGE,SOMERSET,50.9524,-2.9239,1879,1903,299,1
ILMINSTER-WHITE-LACKINGTON,SOMERSET,50.9363,-2.8842,1872,1933,706,38
ILSINGTON-MIDDLECOTT-HOUSE,DEVON,50.5786,-3.7224,1866,1897,384,0
IMMINGHAM-COMPRESSOR-STN,LINCOLNSHIRE,53.6170,-0.1750,1934,1960,313,11
INAGH-MOUNT-CALLAN,CLARE,52.8411,-9.2393,1896,1940,539,1
INCHKEITH,FIFE,56.0329,-3.1361,1813,1960,1682,94
INGATESTONE-FRYERNING,ESSEX,51.6757,0.3719,1900,1944,529,11
INGBIRCHWORTH,YORKSHIRE WEST RIDING,53.5491,-1.6727,1861,1876,184,8
INGLEBY-GREENHOW-VICARAGE,YORKSHIRE NORTH RIDING,54.4500,-1.1020,1883,1927,529,11
INGLEBY-MANOR,YORKSHIRE NORTH RIDING,54.4440,-1.0960,1884,1956,826,50
INGLETON-KINGSDALE-HEAD,YORKSHIRE WEST RIDING,54.2122,-2.4477,1900,1926,322,2
INKPEN-WILLOWS,BERKSHIRE,51.3801,-1.4554,1916,1960,540,0
INNERLEITHEN-GLEN,PEEBLESSHIRE,55.5865,-3.1137,1883,1960,463,473
INNERLEITHEN-LEITHEN-LODGE,PEEBLESSHIRE,55.6730,-3.0827,1885,1911,324,0
INSTOW,DEVON,51.0507,-4.1757,1897,1927,371,1
INVERARAY-CASTLE-GDNS,ARGYLL,56.2431,-5.0855,1833,1960,1212,324
INVERBROOM-GLACKOUR,ROSS AND CROMARTY,57.7910,-5.0449,1934,1960,321,3
INVERBROOM-HOUSE,ROSS AND CROMARTY,57.8008,-5.0544,1922,1937,184,8
INVERESK,MIDLOTHIAN (EDINBURGH),55.9425,-3.0398,1837,1883,564,0
INVERGARRY,INVERNESS,57.0683,-4.7792,1884,1928,531,9
INVERGORDON-CASTLE,ROSS AND CROMARTY,57.6964,-4.1864,1865,1884,240,0
INVERKIP-DAFF-BURN-RES,RENFREWSHIRE,55.9022,-4.8348,1917,1960,475,53
INVERNESS-CULDUTHEL-RES,INVERNESS,57.4414,-4.2258,1922,1957,418,14
INVERNESS-CULLODEN-HOUSE,INVERNESS,57.4904,-4.1386,1841,1895,660,0
INVERNESS-DISTRICT-ASYLUM,INVERNESS,57.4639,-4.2739,1918,1947,343,17
INVERNESS-HIGH-SCHOOL,INVERNESS,57.4774,-4.2165,1865,1925,550,182
INVERNESS-HRS,INVERNESS,57.4808,-4.2226,1872,1889,216,0
INVERNESS-ROYAL-ACADEMY,INVERNESS,57.4798,-4.2250,1830,1831,24,0
INVERSHIN,SUTHERLAND,57.9367,-4.4118,1845,1915,708,144
INVERTROSSACHS,PERTHSHIRE,56.2171,-4.3213,1920,1950,372,0
INVERURIE-MANAR,ABERDEENSHIRE,57.2696,-2.4384,1877,1893,178,26
INVERURIE-MANSE,ABERDEENSHIRE,57.2795,-2.3773,1862,1891,354,6
IONA,ARGYLL,56.3322,-6.3948,1909,1960,406,218
IPSWICH-BELSTEAD-HALL,SUFFOLK,52.0284,1.0991,1876,1960,643,377
IPSWICH-BISHOPS-HILL,SUFFOLK,52.0499,1.1706,1872,1913,499,5
IPSWICH-MUSEUM,SUFFOLK,52.0603,1.1509,1897,1960,742,26
IPSWICH-NOVA-SCOTIA-HOUSE,SUFFOLK,52.0423,1.1526,1871,1897,318,6
IPSWICH-ORWELL-PARK,SUFFOLK,52.0087,1.2304,1875,1915,492,0
IPSWICH-ST-PETERS,SUFFOLK,52.0530,1.1534,1866,1870,60,0
IPSWICH-WOOLVERSTONE,SUFFOLK,52.0016,1.1949,1887,1917,357,15
IRONGRAY-DRUM-PARK,KIRKCUDBRIGHTSHIRE,55.1007,-3.7678,1872,1906,420,0
IRVINE-AUCHENS-HOUSE,AYRSHIRE,55.5801,-4.6015,1808,1809,24,0
IRVINE-GAILES,AYRSHIRE,55.5842,-4.6622,1916,1960,517,23
ISFIELD-PLACE,SUSSEX,50.9474,0.0575,1896,1918,216,60
ISLAY-ARDBEG,ARGYLL,55.6404,-6.1079,1873,1932,713,7
ISLAY-EALLABUS,ARGYLL,55.7902,-6.2529,1866,1960,1140,0
ISLAY-GRUINART-SCHOOL-HOUSE,ARGYLL,55.8171,-6.3325,1872,1907,432,0
ISLAY-LOCHINDAUL,ARGYLL,55.7446,-6.3723,1870,1960,1092,0
ISLAY-MCARTHURS-HEAD,ARGYLL,55.7639,-6.0475,1861,1960,1192,8
ISLAY-RHUVAAL,ARGYLL,55.9367,-6.1232,1859,1960,1194,30
ISLE-OF-EIGG,INVERNESS,56.9199,-6.1440,1927,1960,408,0
ISLE-OF-MAN-BALLASALLA,ISLE OF MAN,54.0982,-4.6337,1853,1861,92,16
ISLE-OF-MAN-VILLA-MARINA,ISLE OF MAN,54.1571,-4.4784,1824,1830,84,0
ISLE-OF-MAY,FIFE,56.1860,-2.5590,1816,1960,1712,28
ISLE-OF-WIGHT-ST-LAWRENCE,ISLE OF WIGHT,50.5854,-1.2421,1865,1886,251,13
ISLE-OF-WIGHT-TOTLAND-BAY,ISLE OF WIGHT,50.6790,-1.5460,1888,1960,811,65
ISLEBREWERS-WALROND-PARK,SOMERSET,50.9769,-2.8930,1866,1880,180,0
ISLEWORTH-MOGDEN-WORKS,MIDDLESEX,51.4649,-0.3401,1937,1960,288,0
ISLEWORTH-SPRING-GROVE,MIDDLESEX,51.4757,-0.3426,1864,1900,332,112
ITCHEN-ABBAS,HAMPSHIRE,51.0948,-1.2286,1850,1862,156,0
ITCHEN-ABBAS-CHILLAND,HAMPSHIRE,51.0903,-1.2546,1909,1960,618,6
IVYBRIDGE-FILHAM-HOUSE,DEVON,50.3951,-3.9219,1911,1941,372,0
IVYBRIDGE-LANGHAM-HILL,DEVON,50.3955,-3.9356,1888,1913,300,12
JANEVILLE-TIPPERARY,LIMERICK,52.4060,-8.2480,1875,1892,216,0
JEDBURGH-ANCRUM-BRIDGE,ROXBURGHSHIRE,55.5066,-2.5747,1897,1916,197,43
JEDBURGH-CRAILING,ROXBURGHSHIRE,55.5115,-2.4972,1905,1960,664,8
JEDBURGH-JEDNEUK,ROXBURGHSHIRE,55.5032,-2.5461,1919,1960,491,13
JEDBURGH-SUNNYSIDE,ROXBURGHSHIRE,55.4862,-2.5513,1864,1898,420,0
JERSEY-LA-ROQUE-SANDHURST,JERSEY,49.1697,-2.0477,1916,1951,407,25
JERSEY-MILLBROOK,JERSEY,49.1993,-2.1347,1858,1880,269,7
JERSEY-MILLBROOK-RES,JERSEY,49.2044,-2.1338,1898,1960,756,0
JERSEY-ST-AUBINS,JERSEY,49.1898,-2.1698,1874,1923,581,19
JERSEY-ST-AUBINS-BELLE-VUE,JERSEY,49.1942,-2.1736,1906,1941,432,0
JERSEY-ST-BRELADE,JERSEY,49.1866,-2.2219,1917,1960,528,0
JERSEY-ST-LOUIS,JERSEY,49.1914,-2.0934,1893,1960,768,48
JERSEY-ST-OUENS-MANOR,JERSEY,49.2254,-2.1989,1912,1960,440,148
JEVINGTON,SUSSEX,50.7902,0.2162,1896,1960,778,2
JURA-ARDFIN,ARGYLL,55.8002,-6.0097,1887,1960,798,90
JURA-BAY-OF-SMALL-ISLES,ARGYLL,55.8526,-5.9464,1882,1900,227,1
JURA-LOWLANDMANS-BAY,ARGYLL,55.8867,-5.8787,1866,1893,336,0
KEADBY-PUMPING-STATION,LINCOLNSHIRE,53.5910,-0.7400,1947,1960,168,0
KEADY-DERRYNOOSE-RECTORY,ARMAGH,54.2374,-6.7959,1934,1953,232,8
KEARSNEY-CHILTON-FARM,KENT,51.1428,1.2525,1900,1948,583,5
KEIGHLEY-KNOWLE,YORKSHIRE WEST RIDING,53.8580,-1.9133,1895,1955,722,10
KEITH-STATION,BANFFSHIRE,57.5518,-2.9541,1872,1949,778,158
KELLAS-KELLAS-HOUSE,MORAY (ELGIN),57.5674,-3.3975,1933,1960,334,2
KELLS-HEADFORT,MEATH,53.7337,-6.8475,1890,1940,588,24
KELLS-MANSE,KIRKCUDBRIGHTSHIRE,55.0811,-4.1418,1830,1833,36,12
KELSO,ROXBURGHSHIRE,55.5974,-2.4339,1840,1844,48,12
KELSO-BROOMLANDS,ROXBURGHSHIRE,55.6073,-2.4227,1890,1960,852,0
KELSO-LEMPITLAW,ROXBURGHSHIRE,55.5875,-2.3395,1919,1930,134,10
KELSO-SPRINGWOOD-NURSERIES,ROXBURGHSHIRE,55.5898,-2.4522,1905,1923,228,0
KELSO-SPRINGWOOD-PARK,ROXBURGHSHIRE,55.5934,-2.4522,1854,1930,922,2
KELVEDON-WHITE-BARN,ESSEX,51.8504,0.6962,1907,1933,314,10
KEMPTON-WW,MIDDLESEX,51.4271,-0.4034,1931,1960,360,0
KENDAL-ELLERGREEN,WESTMORLAND,54.3535,-2.7708,1887,1955,813,15
KENDAL-FISHER-TARN,WESTMORLAND,54.3297,-2.6904,1922,1960,468,0
KENDAL-GOUGH,WESTMORLAND,54.3299,-2.7403,1787,1819,307,89
KENDAL-HAWESMEAD,WESTMORLAND,54.3164,-2.7487,1872,1899,329,7
KENDAL-MIX,WESTMORLAND,54.3241,-2.7474,1869,1934,656,136
KENDAL-POTTER-FELL,WESTMORLAND,54.3822,-2.7775,1903,1960,671,25
KENDAL-ST-GEORGES,WESTMORLAND,54.3289,-2.7501,1820,1899,960,0
KENDAL-UNDERFELL,WESTMORLAND,54.3293,-2.7537,1870,1895,276,36
KENILWORTH-THE-SPRING,WARWICKSHIRE,52.3579,-1.5785,1883,1908,312,0
KENLEY-PUMPING-STATION,SURREY,51.3246,-0.0998,1910,1960,612,0
KENMARE-DERREEN,KERRY,51.7665,-9.7771,1877,1940,594,174
KENSINGTON-ADDISON-GDNS,MIDDLESEX,51.5026,-0.2149,1884,1912,346,2
KENSINGTON-CAMPDEN-HILL-RES,MIDDLESEX,51.5060,-0.2018,1882,1960,871,77
KENSINGTON-EDITH-ROAD,MIDDLESEX,51.4918,-0.2138,1885,1915,366,6
KENSINGTON-HOLLAND-HOUSE,MIDDLESEX,51.5016,-0.2048,1883,1960,920,16
KENSINGTON-PALACE,LONDON COUNTY,51.5058,-0.1874,1918,1960,512,4
KENSINGTON-VICTORIA-AND-ALBERT-MUSEUM,MIDDLESEX,51.4966,-0.1719,1889,1924,432,0
KENTCHURCH-RECTORY,HEREFORDSHIRE,51.9259,-2.8478,1906,1938,382,14
KENTISBEARE,DEVON,50.8658,-3.3254,1922,1955,395,13
KENTON-MIX,DEVON,50.6386,-3.4665,1890,1960,624,228
KESWICK-BARROW-HOUSE,CUMBERLAND,54.5699,-3.1337,1867,1904,454,2
KESWICK-CROSTHWAITE,CUMBERLAND,54.6013,-3.1393,1788,1926,1187,481
KESWICK-CROW-PARK,CUMBERLAND,54.5970,-3.1422,1863,1871,108,0
KESWICK-DEER-CLOSE,CUMBERLAND,54.5861,-3.1280,1870,1917,571,5
KESWICK-DERWENT-ISLAND,CUMBERLAND,54.5905,-3.1451,1865,1960,1130,22
KESWICK-HIGH-HILL,CUMBERLAND,54.6039,-3.1471,1919,1960,487,17
KESWICK-MIREHOUSE,CUMBERLAND,54.6430,-3.1916,1854,1960,1226,58
KESWICK-OLD-HALL,NORFOLK,52.5944,1.2571,1898,1937,477,3
KESWICK-SHU-LE-CROW,CUMBERLAND,54.6005,-3.1330,1873,1914,501,3
KETTERING-MONTAGUE-STREET,NORTHAMPTONSHIRE,52.4009,-0.7253,1863,1906,522,6
KETTERING-SEWAGE-WORKS,NORTHAMPTONSHIRE,52.3797,-0.7248,1893,1960,816,0
KETTERING-WW-CLOVER-HILL,NORTHAMPTONSHIRE,52.4102,-0.7239,1908,1960,636,0
KETTERING-WW-CRANSLEY,NORTHAMPTONSHIRE,52.3955,-0.7772,1900,1960,732,0
KETTERING-WW-THORPE-MALSOR,NORTHAMPTONSHIRE,52.4072,-0.7813,1901,1960,632,88
KETTINS-FORFAR,ANGUS (FORFAR),56.5366,-3.2387,1856,1946,671,421
KETTON-HALL,RUTLAND,52.6267,-0.5536,1878,1899,248,16
KEW-BRIDGE-WW,MIDDLESEX,51.4894,-0.2946,1906,1960,660,0
KEW-OBSERVATORY,SURREY,51.4682,-0.3156,1856,1960,1259,1
KEW-ROYAL-BOTANIC-GDNS,SURREY,51.4814,-0.2949,1910,1960,612,0
KEYINGHAM-MARSH,YORKSHIRE EAST RIDING,53.6920,-0.1370,1843,1849,78,6
KIBWORTH-BEAUCHAMP,LEICESTERSHIRE,52.5360,-1.0004,1875,1941,804,0
KIBWORTH-HARCOURT,LEICESTERSHIRE,52.5441,-0.9958,1870,1960,360,732
KIDDERMINSTER-PARK-HALL,WORCESTERSHIRE,52.3980,-2.2013,1894,1960,800,4
KIDWELLY,CARMARTHENSHIRE,51.7546,-4.2905,1934,1960,324,0
KILBARCHAN-GLENTYAN,RENFREWSHIRE,55.8344,-4.5643,1912,1960,576,12
KILBIRNIE-PUNDEAVON-RES,AYRSHIRE,55.7824,-4.7220,1905,1960,666,6
KILDALE-HALL,YORKSHIRE NORTH RIDING,54.4770,-1.0600,1903,1960,690,6
KILKEEL,DOWN,54.0639,-6.0074,1875,1887,142,14
KILKENNY-CASTLE,KILKENNY,52.6506,-7.2493,1884,1933,596,4
KILLALOE-BALLINA,CLARE,52.8086,-8.4383,1846,1940,1053,87
KILLAMARSH-NORWOOD,DERBYSHIRE,53.3328,-1.2927,1858,1922,660,120
KILLANTRINGAN,WIGTOWNSHIRE,54.8615,-5.1474,1901,1930,342,18
KILLARNEY-MENTAL-HOSPITAL,KERRY,52.0686,-9.5092,1887,1940,518,130
KILLARNEY-WOODLAWN,KERRY,52.0497,-9.5032,1881,1900,234,6
KILLEARN-ACHNAGOWAN,STIRLINGSHIRE,56.0370,-4.3658,1904,1932,336,12
KILLEARN-OLD-BALLIKINRAIN,STIRLINGSHIRE,56.0629,-4.3159,1874,1895,255,9
KILLESHANDRA-CASTLE-HAMILTON,CAVAN,54.0141,-7.5171,1890,1940,482,130
KILLIN,PERTHSHIRE,56.4667,-4.3113,1896,1960,718,62
KILLINGTON-RES,WESTMORLAND,54.3112,-2.6271,1921,1960,480,0
KILMACOLM-WW,RENFREWSHIRE,55.8703,-4.6914,1903,1960,636,60
KILMALCOLM,RENFREWSHIRE,55.9272,-4.6531,1872,1960,732,336
KILMANY-MOUNTQUHANIE,FIFE,56.3786,-3.0590,1872,1911,452,28
KILMARNOCK-AGRICULTURAL-COLLEGE,AYRSHIRE,55.6071,-4.5145,1901,1931,365,7
KILMARNOCK-NORTH-CRAIG-RES,AYRSHIRE,55.6392,-4.4832,1850,1960,1323,9
KILMARTIN,ARGYLL,56.1425,-5.4900,1861,1866,48,24
KILMELFORT-ARDUAINE,ARGYLL,56.2358,-5.5563,1900,1956,654,30
KILMESTON-MANOR,HAMPSHIRE,51.0330,-1.1600,1895,1935,385,107
KILPATRICK-HILLS-BURNCROOKS,DUNBARTONSHIRE,55.9844,-4.4331,1908,1960,619,17
